age,gender,exp_name,problem_type,sub_type,val,bel,instruction,congruency,content,content_num,confidence_ratings,confidence_rt,experiment_status,pseudo_accuracy,real_accuracy,conf,endorse_rate,subj_id
21,Male,possibNecess1,Conditional,MP,Valid,Unbelievable,Logic,incongruent,SirensEmergency,32,90,1.821785,finished,0,0,conflict,0,Person_1
21,Male,possibNecess1,Conditional,MP,Invalid,Unbelievable,Belief,congruent,ClockBroken,8,89,0.671515,finished,1,1,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,MP,Invalid,Believable,Belief,incongruent,TreeOld,22,87,0.775765,finished,0,0,conflict,0,Person_1
21,Male,possibNecess1,Conditional,MP,Valid,Believable,Logic,congruent,AndrewFat,3,95,1.84097,finished,1,1,non_conflict,1,Person_1
21,Male,possibNecess1,Conditional,MP,Invalid,Unbelievable,Belief,congruent,BrakePedal,27,87,0.59306,finished,1,1,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,MP,Invalid,Unbelievable,Logic,congruent,EvidenceVictim,30,91,0.54175,finished,1,1,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,AC,PS,Believable,Logic,congruent,HealthyTeeth,56,82,1.213245,finished,1,0,non_conflict,1,Person_1
21,Male,possibNecess1,Conditional,AC,PW,Believable,Logic,incongruent,BearFish,36,91,0.45766,finished,1,1,conflict,0,Person_1
21,Male,possibNecess1,Conditional,MP,Valid,Believable,Logic,congruent,ArriveLate,29,89,0.55291,finished,1,1,non_conflict,1,Person_1
21,Male,possibNecess1,Conditional,AC,PW,Unbelievable,Logic,congruent,Racehorse,51,88,1.310115,finished,1,1,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,AC,PS,Believable,Belief,congruent,TumorCancer,58,97,0.882145,finished,1,1,non_conflict,1,Person_1
21,Male,possibNecess1,Conditional,MP,Invalid,Believable,Logic,incongruent,TumorCancer,26,86,1.807345,finished,1,1,conflict,0,Person_1
21,Male,possibNecess1,Conditional,AC,PS,Unbelievable,Belief,incongruent,JackyHungry,46,89,0.66057,finished,0,0,conflict,1,Person_1
21,Male,possibNecess1,Conditional,MP,Valid,Unbelievable,Belief,incongruent,HealthyTeeth,24,87,0.86888,finished,0,0,conflict,1,Person_1
21,Male,possibNecess1,Conditional,AC,PW,Believable,Logic,incongruent,IntrovertExtrovert,63,83,0.44928,finished,0,0,conflict,1,Person_1
21,Male,possibNecess1,Conditional,AC,PW,Believable,Belief,incongruent,LightDark,57,89,0.880815,finished,0,0,conflict,0,Person_1
21,Male,possibNecess1,Conditional,MP,Valid,Believable,Belief,congruent,IntrovertExtrovert,31,75,0.97422,finished,0,0,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,AC,PS,Believable,Belief,congruent,TeaSalt,53,86,0.78804,finished,0,0,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,AC,PS,Unbelievable,Logic,incongruent,ExpiredFood,60,47,2.708525,finished,1,0,conflict,1,Person_1
21,Male,possibNecess1,Conditional,MP,Valid,Believable,Belief,congruent,NickMaths,18,66,1.195475,finished,1,1,non_conflict,1,Person_1
21,Male,possibNecess1,Conditional,AC,PW,Unbelievable,Logic,congruent,EvidenceVictim,62,73,0.47126,finished,1,1,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,MP,Invalid,Unbelievable,Belief,congruent,JackyHungry,14,70,0.817735,finished,1,1,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,AC,PW,Believable,Belief,incongruent,ClockBroken,40,46,1.57876,finished,0,0,conflict,0,Person_1
21,Male,possibNecess1,Conditional,AC,PS,Unbelievable,Belief,incongruent,AirplaneCol,34,71,1.59195,finished,0,0,conflict,1,Person_1
21,Male,possibNecess1,Conditional,AC,PS,Unbelievable,Logic,incongruent,DrivingTest,43,60,1.237405,finished,1,0,conflict,1,Person_1
21,Male,possibNecess1,Conditional,MP,Invalid,Believable,Logic,incongruent,ChildMud,6,71,0.61624,finished,1,1,conflict,0,Person_1
21,Male,possibNecess1,Conditional,AC,PW,Unbelievable,Belief,congruent,SirensEmergency,64,74,0.90355,finished,1,1,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,MP,Invalid,Believable,Belief,incongruent,ArriveLate,29,72,0.596195,finished,0,0,conflict,0,Person_1
21,Male,possibNecess1,Conditional,AC,PW,Unbelievable,Belief,congruent,SkyGrey,52,77,1.375295,finished,1,1,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,AC,PS,Believable,Logic,congruent,DrivingTest,43,79,1.509615,finished,1,0,non_conflict,1,Person_1
21,Male,possibNecess1,Conditional,AC,PS,Unbelievable,Belief,incongruent,HealthyTeeth,56,76,0.605865,finished,0,0,conflict,1,Person_1
21,Male,possibNecess1,Conditional,MP,Invalid,Unbelievable,Logic,congruent,BearFish,4,67,1.548435,finished,1,1,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,MP,Invalid,Unbelievable,Belief,congruent,SkyGrey,20,71,1.092145,finished,1,1,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,AC,PW,Unbelievable,Belief,congruent,MirrorFall,44,65,1.194205,finished,1,1,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,AC,PW,Unbelievable,Logic,congruent,CompHighend,41,67,0.554625,finished,1,1,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,AC,PS,Believable,Logic,congruent,ChipsFrozen,39,68,0.83784,finished,1,0,non_conflict,1,Person_1
21,Male,possibNecess1,Conditional,MP,Valid,Unbelievable,Belief,incongruent,LightDark,25,70,0.44188,finished,0,0,conflict,1,Person_1
21,Male,possibNecess1,Conditional,AC,PW,Unbelievable,Logic,congruent,AndrewFat,35,71,0.89084,finished,1,1,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,AC,PS,Unbelievable,Logic,incongruent,NickMaths,50,63,0.564715,finished,1,0,conflict,1,Person_1
21,Male,possibNecess1,Conditional,MP,Valid,Unbelievable,Belief,incongruent,DrivingTest,11,78,0.67516,finished,0,0,conflict,1,Person_1
21,Male,possibNecess1,Conditional,MP,Valid,Believable,Belief,congruent,JohnSwim,15,68,0.67539,finished,1,1,non_conflict,1,Person_1
21,Male,possibNecess1,Conditional,AC,PS,Unbelievable,Belief,incongruent,ArriveLate,61,73,0.74119,finished,0,0,conflict,1,Person_1
21,Male,possibNecess1,Conditional,AC,PW,Unbelievable,Belief,congruent,AdenBooze,33,74,0.646975,finished,1,1,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,AC,PS,Believable,Belief,congruent,HamsterFood,45,61,1.176305,finished,0,0,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,MP,Invalid,Believable,Logic,incongruent,MeganPhone,16,70,1.675965,finished,1,1,conflict,0,Person_1
21,Male,possibNecess1,Conditional,MP,Invalid,Unbelievable,Logic,congruent,MorningRooster,17,70,2.70906,finished,1,1,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,MP,Valid,Unbelievable,Logic,incongruent,AndrewFat,3,68,1.425755,finished,0,0,conflict,0,Person_1
21,Male,possibNecess1,Conditional,AC,PW,Believable,Logic,incongruent,MorningRooster,49,71,1.35688,finished,1,1,conflict,0,Person_1
21,Male,possibNecess1,Conditional,MP,Valid,Believable,Logic,congruent,SkyGrey,20,68,0.808235,finished,0,0,non_conflict,0,Person_1
21,Male,possibNecess1,Conditional,MP,Invalid,Believable,Belief,incongruent,CompHighend,9,68,0.69193,finished,0,0,conflict,0,Person_1
25,male,possibNecess1,Conditional,AC,PW,Unbelievable,Logic,congruent,BearFish,36,45,1.96827,finished,0,0,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Invalid,Unbelievable,Belief,congruent,CompHighend,9,50,2.137425,finished,0,0,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Valid,Unbelievable,Belief,incongruent,TreeOld,22,64,0.959285,finished,0,0,conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Invalid,Believable,Belief,incongruent,AndrewFat,3,7,0.907295,finished,0,0,conflict,0,Person_2
25,male,possibNecess1,Conditional,AC,PS,Unbelievable,Logic,incongruent,NickMaths,50,46,1.081835,finished,0,1,conflict,0,Person_2
25,male,possibNecess1,Conditional,AC,PS,Unbelievable,Belief,incongruent,ChildMud,38,44,1.692615,finished,0,0,conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Invalid,Unbelievable,Belief,congruent,WindKite,23,51,0.82323,finished,1,1,non_conflict,0,Person_2
25,male,possibNecess1,Conditional,AC,PS,Believable,Logic,congruent,BrakePedal,59,63,1.65874,finished,1,0,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Valid,Believable,Logic,congruent,AirplaneCol,2,50,2.129365,finished,1,1,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,AC,PS,Believable,Logic,congruent,MorningRooster,49,55,1.61105,finished,1,0,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Invalid,Believable,Logic,incongruent,MeganPhone,16,52,0.849275,finished,0,0,conflict,1,Person_2
25,male,possibNecess1,Conditional,AC,PS,Unbelievable,Logic,incongruent,IntrovertExtrovert,63,51,3.50854,finished,0,1,conflict,0,Person_2
25,male,possibNecess1,Conditional,MP,Invalid,Unbelievable,Logic,congruent,NickMaths,18,49,2.28063,finished,0,0,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Invalid,Believable,Logic,incongruent,ArriveLate,29,57,2.5345,finished,0,0,conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Invalid,Believable,Logic,incongruent,MorningRooster,17,56,3.10774,finished,0,0,conflict,1,Person_2
25,male,possibNecess1,Conditional,AC,PW,Believable,Logic,incongruent,WindKite,55,75,1.50913,finished,1,1,conflict,0,Person_2
25,male,possibNecess1,Conditional,MP,Valid,Believable,Logic,congruent,TumorCancer,26,55,2.113935,finished,1,1,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Invalid,Unbelievable,Logic,congruent,EvidenceVictim,30,37,1.555785,finished,1,1,non_conflict,0,Person_2
25,male,possibNecess1,Conditional,AC,PS,Believable,Logic,congruent,ChildMud,38,47,1.05264,finished,0,1,non_conflict,0,Person_2
25,male,possibNecess1,Conditional,MP,Invalid,Believable,Belief,incongruent,JackyHungry,14,60,2.5288,finished,0,0,conflict,0,Person_2
25,male,possibNecess1,Conditional,MP,Valid,Unbelievable,Logic,incongruent,IntrovertExtrovert,31,65,2.762765,finished,1,1,conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Valid,Believable,Belief,congruent,ChildCry,5,44,1.22726,finished,1,1,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Invalid,Unbelievable,Logic,congruent,ChipsFrozen,7,77,0.848175,finished,1,1,non_conflict,0,Person_2
25,male,possibNecess1,Conditional,AC,PS,Unbelievable,Belief,incongruent,MorningRooster,49,88,0.92945,finished,0,0,conflict,1,Person_2
25,male,possibNecess1,Conditional,AC,PW,Believable,Belief,incongruent,TreeOld,54,76,0.742575,finished,1,1,conflict,1,Person_2
25,male,possibNecess1,Conditional,AC,PS,Believable,Belief,congruent,HamsterFood,45,76,4.43716,finished,0,0,non_conflict,0,Person_2
25,male,possibNecess1,Conditional,AC,PW,Believable,Logic,incongruent,MirrorFall,44,50,1.937005,finished,1,1,conflict,0,Person_2
25,male,possibNecess1,Conditional,MP,Valid,Believable,Belief,congruent,ExpiredFood,28,76,2.270365,finished,0,0,non_conflict,0,Person_2
25,male,possibNecess1,Conditional,AC,PW,Believable,Logic,incongruent,AdenBooze,33,61,1.475835,finished,0,0,conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Invalid,Believable,Belief,incongruent,SkyGrey,20,73,1.092445,finished,0,0,conflict,0,Person_2
25,male,possibNecess1,Conditional,AC,PW,Unbelievable,Logic,congruent,Racehorse,51,75,2.880475,finished,1,1,non_conflict,0,Person_2
25,male,possibNecess1,Conditional,AC,PW,Unbelievable,Belief,congruent,JackyHungry,46,77,4.069835,finished,0,0,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,AC,PW,Unbelievable,Belief,congruent,SkyGrey,52,60,3.34049,finished,0,0,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,AC,PS,Believable,Belief,congruent,AirplaneCol,34,73,1.22511,finished,1,1,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Valid,Unbelievable,Belief,incongruent,BrakePedal,27,76,3.050485,finished,0,0,conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Valid,Believable,Belief,congruent,DogBark,10,80,1.78255,finished,1,1,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,AC,PS,Unbelievable,Belief,incongruent,DrivingTest,43,63,1.48564,finished,0,0,conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Valid,Unbelievable,Logic,incongruent,ChildMud,6,58,2.86278,finished,1,1,conflict,1,Person_2
25,male,possibNecess1,Conditional,AC,PW,Believable,Belief,incongruent,ExpiredFood,60,61,3.66875,finished,1,1,conflict,1,Person_2
25,male,possibNecess1,Conditional,AC,PW,Unbelievable,Logic,congruent,SirensEmergency,64,59,2.29662,finished,0,0,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Invalid,Believable,Logic,incongruent,ClockBroken,8,66,2.64857,finished,0,0,conflict,1,Person_2
25,male,possibNecess1,Conditional,AC,PS,Unbelievable,Logic,incongruent,ChipsFrozen,39,67,1.62907,finished,1,0,conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Valid,Unbelievable,Logic,incongruent,MirrorFall,12,61,3.1976,finished,1,1,conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Valid,Believable,Logic,congruent,TreeOld,22,61,2.431205,finished,1,1,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Invalid,Unbelievable,Belief,congruent,SirensEmergency,32,51,3.128665,finished,0,0,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Valid,Unbelievable,Belief,incongruent,AirplaneCol,2,64,1.242595,finished,0,0,conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Invalid,Unbelievable,Belief,congruent,BearFish,4,57,1.81373,finished,0,0,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,AC,PS,Believable,Logic,congruent,LightDark,57,56,0.850865,finished,1,0,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Valid,Unbelievable,Belief,incongruent,JohnSwim,15,85,1.73498,finished,0,0,conflict,1,Person_2
25,male,possibNecess1,Conditional,AC,PW,Believable,Belief,incongruent,JohnSwim,47,80,2.203435,finished,1,1,conflict,1,Person_2
25,male,possibNecess1,Conditional,AC,PS,Believable,Belief,congruent,LightDark,57,62,3.18047,finished,1,1,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Valid,Believable,Logic,congruent,MirrorFall,12,58,4.389705,finished,1,1,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Valid,Believable,Belief,congruent,Racehorse,19,77,2.564525,finished,1,1,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,MP,Invalid,Unbelievable,Logic,congruent,HamsterFood,13,65,2.026635,finished,0,0,non_conflict,1,Person_2
25,male,possibNecess1,Conditional,AC,PS,Believable,Belief,congruent,TeaSalt,53,81,1.51208,finished,0,0,non_conflict,0,Person_2
25,male,possibNecess1,Conditional,AC,PW,Unbelievable,Belief,congruent,AndrewFat,35,74,1.060135,finished,1,1,non_conflict,0,Person_2
25,male,possibNecess1,Conditional,AC,PW,Unbelievable,Logic,congruent,CompHighend,41,74,2.028315,finished,1,1,non_conflict,0,Person_2
25,male,possibNecess1,Conditional,AC,PW,Unbelievable,Belief,congruent,ArriveLate,61,97,2.339905,finished,1,1,non_conflict,0,Person_2
25,male,possibNecess1,Conditional,AC,PS,Unbelievable,Logic,incongruent,DogBark,42,87,1.2829,finished,0,1,conflict,0,Person_2
25,male,possibNecess1,Conditional,AC,PS,Unbelievable,Belief,incongruent,BrakePedal,59,84,6.006745,finished,1,1,conflict,0,Person_2
25,male,possibNecess1,Conditional,MP,Invalid,Believable,Belief,incongruent,TumorCancer,26,82,6.8066,finished,0,0,conflict,0,Person_2
25,male,possibNecess1,Conditional,MP,Valid,Unbelievable,Logic,incongruent,HealthyTeeth,24,76,1.86943,finished,0,0,conflict,0,Person_2
25,male,possibNecess1,Conditional,AC,PW,Believable,Logic,incongruent,EvidenceVictim,62,79,1.56023,finished,1,1,conflict,0,Person_2
25,male,possibNecess1,Conditional,AC,PW,Believable,Belief,incongruent,ClockBroken,40,81,1.669965,finished,0,0,conflict,0,Person_2
20,Female,possibNecess1,Conditional,AC,PW,Believable,Logic,incongruent,MirrorFall,44,75,5.422,finished,1,1,conflict,0,Person_3
20,Female,possibNecess1,Conditional,AC,PS,Believable,Belief,congruent,LightDark,57,75,1.319,finished,1,1,non_conflict,1,Person_3
20,Female,possibNecess1,Conditional,MP,Invalid,Unbelievable,Belief,congruent,CompHighend,9,75,1.085,finished,1,1,non_conflict,0,Person_3
20,Female,possibNecess1,Conditional,MP,Invalid,Unbelievable,Logic,congruent,AdenBooze,1,85,1.682,finished,1,1,non_conflict,0,Person_3
20,Female,possibNecess1,Conditional,AC,PW,Believable,Belief,incongruent,HealthyTeeth,56,75,2.469,finished,1,1,conflict,1,Person_3
20,Female,possibNecess1,Conditional,MP,Invalid,Believable,Belief,incongruent,EvidenceVictim,30,65,2.353,finished,1,1,conflict,1,Person_3
20,Female,possibNecess1,Conditional,MP,Invalid,Unbelievable,Belief,congruent,TumorCancer,26,75,5.478,finished,1,1,non_conflict,0,Person_3
20,Female,possibNecess1,Conditional,MP,Invalid,Believable,Belief,incongruent,DrivingTest,11,85,1.619,finished,1,1,conflict,1,Person_3
20,Female,possibNecess1,Conditional,MP,Valid,Believable,Logic,congruent,ArriveLate,29,100,2.096,finished,1,1,non_conflict,1,Person_3
20,Female,possibNecess1,Conditional,AC,PS,Believable,Belief,congruent,Racehorse,51,60,1.028,finished,1,1,non_conflict,1,Person_3
20,Female,possibNecess1,Conditional,AC,PW,Believable,Belief,incongruent,DrivingTest,43,65,1.379,finished,1,1,conflict,1,Person_3
20,Female,possibNecess1,Conditional,AC,PS,Unbelievable,Belief,incongruent,HamsterFood,45,74,1.108,finished,1,1,conflict,0,Person_3
20,Female,possibNecess1,Conditional,MP,Valid,Unbelievable,Logic,incongruent,SirensEmergency,32,91,1.326,finished,1,1,conflict,1,Person_3
20,Female,possibNecess1,Conditional,MP,Valid,Unbelievable,Belief,incongruent,IntrovertExtrovert,31,60,0.614,finished,1,1,conflict,0,Person_3
20,Female,possibNecess1,Conditional,AC,PS,Unbelievable,Belief,incongruent,IntrovertExtrovert,63,54,1.138,finished,1,1,conflict,0,Person_3
20,Female,possibNecess1,Conditional,MP,Valid,Unbelievable,Logic,incongruent,HamsterFood,13,90,0.996,finished,1,1,conflict,1,Person_3
20,Female,possibNecess1,Conditional,MP,Invalid,Unbelievable,Logic,congruent,JackyHungry,14,85,1.274,finished,1,1,non_conflict,0,Person_3
20,Female,possibNecess1,Conditional,AC,PW,Unbelievable,Logic,congruent,TreeOld,54,81,0.929,finished,1,1,non_conflict,0,Person_3
20,Female,possibNecess1,Conditional,AC,PS,Unbelievable,Logic,incongruent,JackyHungry,46,85,0.611,finished,1,0,conflict,1,Person_3
20,Female,possibNecess1,Conditional,AC,PS,Believable,Logic,congruent,CompHighend,41,84,0.579,finished,1,0,non_conflict,1,Person_3
20,Female,possibNecess1,Conditional,MP,Valid,Believable,Logic,congruent,CompHighend,9,84,0.644,finished,1,1,non_conflict,1,Person_3
20,Female,possibNecess1,Conditional,AC,PS,Unbelievable,Logic,incongruent,SirensEmergency,64,84,1.646,finished,1,0,conflict,1,Person_3
20,Female,possibNecess1,Conditional,AC,PS,Believable,Logic,congruent,ArriveLate,61,88,0.612,finished,1,0,non_conflict,1,Person_3
20,Female,possibNecess1,Conditional,AC,PW,Unbelievable,Logic,congruent,TumorCancer,58,89,1.085,finished,1,1,non_conflict,0,Person_3
20,Female,possibNecess1,Conditional,MP,Invalid,Believable,Belief,incongruent,SkyGrey,20,90,1.143,finished,1,1,conflict,1,Person_3
20,Female,possibNecess1,Conditional,AC,PW,Believable,Logic,incongruent,ChipsFrozen,39,89,0.726,finished,1,1,conflict,0,Person_3
20,Female,possibNecess1,Conditional,AC,PS,Unbelievable,Logic,incongruent,AndrewFat,35,69,1.107,finished,1,0,conflict,1,Person_3
20,Female,possibNecess1,Conditional,MP,Valid,Unbelievable,Belief,incongruent,MeganPhone,16,82,1.161,finished,1,1,conflict,0,Person_3
20,Female,possibNecess1,Conditional,MP,Invalid,Unbelievable,Belief,congruent,AirplaneCol,2,81,0.805,finished,1,1,non_conflict,0,Person_3
20,Female,possibNecess1,Conditional,AC,PW,Believable,Belief,incongruent,ChildCry,37,82,0.677,finished,1,1,conflict,1,Person_3
20,Female,possibNecess1,Conditional,MP,Invalid,Believable,Logic,incongruent,JohnSwim,15,66,0.549,finished,1,1,conflict,0,Person_3
20,Female,possibNecess1,Conditional,AC,PW,Believable,Logic,incongruent,SkyGrey,52,78,0.842,finished,1,1,conflict,0,Person_3
20,Female,possibNecess1,Conditional,AC,PS,Believable,Belief,congruent,JohnSwim,47,86,1.525,finished,1,1,non_conflict,1,Person_3
20,Female,possibNecess1,Conditional,MP,Invalid,Unbelievable,Logic,congruent,Racehorse,19,82,0.686,finished,1,1,non_conflict,0,Person_3
20,Female,possibNecess1,Conditional,MP,Valid,Believable,Belief,congruent,MorningRooster,17,90,0.561,finished,1,1,non_conflict,1,Person_3
20,Female,possibNecess1,Conditional,AC,PW,Unbelievable,Belief,congruent,WindKite,55,85,0.556,finished,1,1,non_conflict,0,Person_3
20,Female,possibNecess1,Conditional,AC,PW,Believable,Belief,incongruent,EvidenceVictim,62,65,1.997,finished,1,1,conflict,1,Person_3
20,Female,possibNecess1,Conditional,AC,PS,Believable,Belief,congruent,BearFish,36,76,0.655,finished,1,1,non_conflict,1,Person_3
20,Female,possibNecess1,Conditional,MP,Valid,Unbelievable,Logic,incongruent,AndrewFat,3,77,0.555,finished,1,1,conflict,1,Person_3
20,Female,possibNecess1,Conditional,MP,Invalid,Believable,Belief,incongruent,ChildCry,5,78,0.461,finished,1,1,conflict,1,Person_3
20,Female,possibNecess1,Conditional,MP,Invalid,Unbelievable,Logic,congruent,LightDark,25,81,2.121,finished,1,1,non_conflict,0,Person_3
20,Female,possibNecess1,Conditional,AC,PW,Believable,Logic,incongruent,BrakePedal,59,78,0.497,finished,1,1,conflict,0,Person_3
20,Female,possibNecess1,Conditional,MP,Valid,Believable,Belief,congruent,BearFish,4,85,0.578,finished,1,1,non_conflict,1,Person_3
20,Female,possibNecess1,Conditional,AC,PW,Unbelievable,Logic,congruent,MeganPhone,48,87,0.677,finished,1,1,non_conflict,0,Person_3
20,Female,possibNecess1,Conditional,MP,Valid,Believable,Belief,congruent,ArriveLate,29,91,1.298,finished,1,1,non_conflict,1,Person_3
20,Female,possibNecess1,Conditional,MP,Valid,Believable,Belief,congruent,MirrorFall,12,90,0.757,finished,1,1,non_conflict,1,Person_3
20,Female,possibNecess1,Conditional,AC,PW,Unbelievable,Logic,congruent,ChildMud,38,89,0.657,finished,1,1,non_conflict,0,Person_3
20,Female,possibNecess1,Conditional,MP,Valid,Unbelievable,Logic,incongruent,TreeOld,22,73,1.778,finished,1,1,conflict,1,Person_3
20,Female,possibNecess1,Conditional,AC,PS,Believable,Logic,congruent,DrivingTest,43,88,0.755,finished,1,0,non_conflict,1,Person_3
20,Female,possibNecess1,Conditional,AC,PS,Believable,Logic,congruent,NickMaths,50,85,1.021,finished,1,0,non_conflict,1,Person_3
20,Female,possibNecess1,Conditional,AC,PW,Unbelievable,Belief,congruent,AdenBooze,33,89,0.822,finished,1,1,non_conflict,0,Person_3
20,Female,possibNecess1,Conditional,AC,PS,Unbelievable,Belief,incongruent,TeaSalt,53,84,0.61,finished,1,1,conflict,0,Person_3
20,Female,possibNecess1,Conditional,AC,PW,Unbelievable,Belief,congruent,ArriveLate,61,74,1.994,finished,1,1,non_conflict,0,Person_3
20,Female,possibNecess1,Conditional,MP,Invalid,Believable,Logic,incongruent,ChildMud,6,66,0.685,finished,1,1,conflict,0,Person_3
20,Female,possibNecess1,Conditional,MP,Valid,Believable,Logic,congruent,HealthyTeeth,24,90,0.607,finished,1,1,non_conflict,1,Person_3
20,Female,possibNecess1,Conditional,AC,PW,Unbelievable,Belief,congruent,CompHighend,41,90,0.788,finished,1,1,non_conflict,0,Person_3
20,Female,possibNecess1,Conditional,MP,Invalid,Believable,Logic,incongruent,BrakePedal,27,68,1.624,finished,1,1,conflict,0,Person_3
20,Female,possibNecess1,Conditional,MP,Valid,Believable,Logic,congruent,DrivingTest,11,90,0.795,finished,1,1,non_conflict,1,Person_3
20,Female,possibNecess1,Conditional,MP,Invalid,Unbelievable,Belief,congruent,NickMaths,18,79,0.719,finished,1,1,non_conflict,0,Person_3
20,Female,possibNecess1,Conditional,MP,Invalid,Believable,Logic,incongruent,HealthyTeeth,24,81,0.538,finished,1,1,conflict,0,Person_3
20,Female,possibNecess1,Conditional,MP,Valid,Unbelievable,Belief,incongruent,TeaSalt,21,77,0.637,finished,1,1,conflict,0,Person_3
20,Female,possibNecess1,Conditional,AC,PS,Unbelievable,Belief,incongruent,AirplaneCol,34,76,0.522,finished,1,1,conflict,0,Person_3
20,Female,possibNecess1,Conditional,MP,Valid,Unbelievable,Belief,incongruent,ChipsFrozen,7,75,0.561,finished,1,1,conflict,0,Person_3
